Smiles,QED,Penalized_logp
CCCNc1ccon1,0.6664458883673929,0.1907599843240193
CCCOc1ccn[nH]1,0.6603483799629902,-0.4929398753265948
CCNc1ncoc1F,0.6541547845395762,-1.0599262434985945
CCNc1ccoc1C,0.6537246457346916,0.3768996583169744
CCNc1coc(C)n1,0.6507265339634732,-0.5066789938165838
CC=CNc1ccno1,0.6505616156911487,-1.2783391244028879
CCNCc1ccon1,0.650096684073735,-0.4796201988644607
CCNCc1cnco1,0.650096684073735,-0.5332119361228609
CCC(O)c1ccno1,0.6470363826290798,-1.2897813971350205
CCCOc1cnn[nH]1,0.6461927731772471,-1.7576802389574766
CCCn1cncc1O,0.6415069116304027,-0.6809583195220539
CCOc1nc(O)co1,0.6405754450767354,-1.3493483862469062
CCCc1onnc1O,0.6373268772013934,-1.6551965697387208
CCNCn1ccnc1,0.6352947155017217,-0.9893028062396099
CC(N)Cc1ncco1,0.6296685299451301,-1.5313020944906077
Cc1ncoc1CCO,0.6294807858878668,-1.1702673259330407
OCCNc1ccoc1,0.6273143337115573,-0.8452934563796892
OCCOc1cnoc1,0.6258651489728447,-1.6217468101472592
OCCOc1ccno1,0.6258651489728446,-1.6280336806124789
OCCc1ccncc1,0.6248561748403884,0.3783153009909299
CCOc1cc[nH]c1O,0.624844749312578,-0.4919874950967803
CCCNc1c[nH]nn1,0.6240540128447325,-1.4621401731966885
CC(F)c1ncc(N)o1,0.62265281578647,-1.9272365272557308
CCCCC1=CC(O)O1,0.6222985793619821,-0.9761455595789181
CCCc1[nH]cnc1O,0.6222506832620431,-0.793523294351597
CCCc1c[nH]nc1O,0.6222506832620431,-1.149590681266772
OCCCc1ncon1,0.6217745045076579,-1.5186399478448367
CCCOc1nn[nH]n1,0.6213397819281823,-1.3402610728059403
CCNCc1cc[nH]c1,0.6206510518810066,-0.21644395801043526
CCNC=C(F)C1=CO1,0.6203300534649748,-1.9584199301610723
COc1coc(C)c1O,0.619453209781134,-0.34364752917984953
OCCCc1ccc[nH]1,0.6192834233005142,-0.30028782281199895
N=CCOc1ccoc1,0.6187833106535411,-1.3202919671778042
COCc1c[nH]cc1O,0.618657747771439,-1.0882103726044554
CC(C)Nc1cc[nH]c1,0.6181689683015197,-0.05553000599530036
CCNCc1c[nH]cn1,0.6179316311113738,-0.9905975851861215
CCOCc1nc2oc1-2,0.6176510771761542,-0.6599882564806786
CCONc1ccon1,0.6175773694969013,-0.9500740499427303
CCONc1cnoc1,0.6175773694969013,-1.2359541505182046
CCNc1c[nH]cc1C,0.6173135446188711,-0.28183656227847614
CCCCc1cnoc1,0.6172568734547652,0.4031842700736789
CCCCc1cocn1,0.6172568734547652,0.18817202234395647
CCn1[nH]c2ncoc21,0.6170176966796059,-2.0986208745357406
CCCOc1cocn1,0.6162034326642026,-0.4965147245607835
CCCOC1CCC1O,0.6156472594067173,-1.0169564880176087
COCc1c[nH]cc1N,0.6137563937173582,-1.0434039116704996
CC(=O)Nc1ccco1,0.6130633759953401,0.10220523343282939
CCc1cn2[nH]oc2n1,0.6128051212917844,-2.552253043657245
Cc1coc(C(C)O)n1,0.612579146956664,-1.1970836840045391
CNc1cncc(F)c1,0.6123654400667239,0.25602362824728575
CONc1coc(C)c1,0.6120020267910896,-0.8399316506291621
CNCOc1ccoc1,0.610656275362199,-1.2092226477604568
NCCCc1cc[nH]n1,0.6101261393888786,-1.6543126509866208
CCOc1cn[nH]c1O,0.609817675850508,-0.989338649295552
CCOc1[nH]ncc1O,0.609817675850508,-1.256919101104274
CCOc1c[nH]c(O)n1,0.609817675850508,-1.620647780816457
COCCc1nc2oc1-2,0.609412698447208,-0.8114218703696686
CCCCC1(O)CC=N1,0.6092888433953592,-1.7444796024787395
CCn1cc(F)c(O)n1,0.6086547855193011,-1.1178874746419327
COn1ccc(CO)c1,0.608238716039649,-1.7214237570446376
CC=Cc1n[nH]nc1C,0.6081249900596619,-1.2489334276341078
CCNC=CC1CCC1,0.6072198357914008,-0.5266037407279551
N#CCc1coc(O)c1,0.6067555016024038,-1.412894394256206
CCCn1ccc2c1N2,0.6053986976235111,-0.3337308040493895
CCCOc1cnon1,0.6052651722361287,-1.1885365226405318
CCCOc1ncno1,0.6052651722361287,-1.2134795534293712
CCc1nco[nH]on1,0.6048647974210001,-6.275896975046807
