Smiles,QED,Penalized_logp
CCC(C)C1CCCC1,0.5326155170414484,1.3846018022656605
CCCc1cccn1C,0.5663505278100089,0.8937615508077014
CCOc1ccoc1C,0.6041953098986887,0.6486129253878614
CCCCCOCC#N,0.5266139911721001,0.5959505938476959
COCCCCC=CF,0.5213190332899315,0.5679234677233931
COCCCCCC=O,0.40094862925290703,0.5642614256511812
CCCCc1ccn[nH]1,0.6530064752270943,0.48699977598743766
CCCOc1ccco1,0.6181560082699467,0.4816427379344872
CCCCc1ccno1,0.6172568734547652,0.43788345045641036
N#CCCN1CCCC1,0.5486988436866266,0.36851890442112856
Cc1cc(O)cnc1C,0.5653332979376943,0.35216703116936965
CCCC(C)CCC=O,0.519485132320529,0.34822385230658603
Cc1ccc(CO)nc1,0.6010089583015967,0.319626478297238
CCCCN1CC=CC1,0.518402175879597,0.24004531412395225
CCc1ccc(O)nc1,0.6110458310612592,0.12434958421218201
CCc1ncc(F)cn1,0.564232532124693,0.09122812070724573
CCC1CC(CC=O)C1,0.52854237592133,0.0796766463691661
Cc1cnnc(C)c1C,0.5194976140265337,0.027578253146151144
CCCc1ncoc1C,0.6032699189604075,-0.005435367767041399
CCCCC=CN=O,0.4064263723115218,-0.04617471283493996
CCCC(=O)OC(=O)O,0.4494498399770916,-0.04834350681862476
OCC=Cc1ccco1,0.643929745393485,-0.0494919888626284
CNCCc1ccoc1,0.6526100936649307,-0.09552014303207035
CCCNc1cn[nH]c1,0.6375312201725495,-0.10066889610703655
CCc1cc(CF)on1,0.6070639256041668,-0.10289905435007124
CCCCOC(=O)CO,0.4423918454138035,-0.10940112593915718
NCC1CC1,0.47412923240702237,-0.14891883759935776
Cc1ncoc1C1CC1,0.5692780901464641,-0.17185009943439156
COc1cncc(C)n1,0.554890814658104,-0.18114077829163167
CCC=CC=CC=CF,0.509776241809553,-0.19499163776501782
CCCCC1=NCCO1,0.5640018602831736,-0.20552051519000947
CCCCCCN=NN,0.26188508512883457,-0.23568206832801447
C#CC1=CCCCC1,0.4148150377232834,-0.25378165396432834
O=CC1CCC(F)CC1,0.4937153893846134,-0.25978632375888955
CCc1cnc(F)cn1,0.564232532124693,-0.26017471499934425
CCCCc1ncon1,0.614264832134187,-0.2631789184650908
CCCCONC(=O)O,0.4437168869635665,-0.26706430370072676
CCC(=O)c1ccno1,0.5587350473511786,-0.2996019403243229
CCCOC(=O)CNC,0.5521697943742335,-0.30459975703467945
CCOCc1cnco1,0.6117726881105319,-0.3244342407804908
CCCON(C)C(C)C,0.5380025274210661,-0.330323694742368
CCCCOC(F)=CO,0.47108393852325386,-0.34923714776395853
CCn1nnc(C)c1C,0.5583078426404628,-0.35034127577720875
COC(C)CCCC#N,0.5384838526854802,-0.3676546822926121
Cc1ncccc1ON,0.558764270286184,-0.37162456893638673
O=COc1cccnc1,0.5408427169313587,-0.40684294988544756
CCCOc1ncc[nH]1,0.6603483799629902,-0.41409204157529333
CCC1=C(O)CC(C)C1,0.5722765158626137,-0.42404228272743627
CC(N)=O,0.40103092275538377,-0.436589537797446
CCc1cccn1CO,0.6263710762854028,-0.43798383819881903
Cc1cc2cc[nH]c2[nH]1,0.5310094079464047,-0.44572230561801285
CCC=CCC(=O)NC,0.5647709978672162,-0.445819461344272
Cc1cnc(N)cc1N,0.5292384933756843,-0.4582163558754746
CCc1oc(N)cc1C,0.6204223274789842,-0.462708625753256
CCNCc1ccon1,0.650096684073735,-0.4796201988644607
CC(=O)c1nccn1C,0.5142948277053587,-0.48236054545604523
CCOC(C)=CCCO,0.5812512212173784,-0.486092354981815
CCCONC(=O)OC,0.454683173883075,-0.4896860133873586
CCC=CC1=CCCO1,0.5482881290876783,-0.49185342751530425
CCC=CCCOC=O,0.3185273266375682,-0.5038692628468779
COc1occ(C)c1F,0.5772532686665427,-0.5063401102075351
Cc1cc2c[nH]cc2[nH]1,0.5310094079464047,-0.5211966966806597
Nc1cccc(C=O)n1,0.5508463004919965,-0.5273864850756111
CCCCN(C)COO,0.3468823779569485,-0.5288302741449978
CC(O)COC1CCC1,0.6156472594067173,-0.530796198065529
Cc1ncnc(F)c1F,0.4905801220699258,-0.5397275712932936
CC1=C(O)C(C)(C)C1=O,0.5326989836180416,-0.5546778218031865
C#CCC=CC=C(C)C,0.3877925147312142,-0.5641629950513224
CC=CCc1cnco1,0.5601881500329247,-0.5718772508249654
OC1=CC=C(C2CC2)C1,0.5647217191015077,-0.5741851356155904
Cc1ccoc1C(C)O,0.6201450950747037,-0.5746620356389646
CCCC=NC(=O)CC,0.5313184546749904,-0.5833464093462224
O=C1CCCN1C1=CC1,0.5068813219152362,-0.5842243602301775
CCCC=COCC#N,0.4239600157591321,-0.5860695643300635
CCCOc1cnco1,0.6162034326642026,-0.6031167913414701
CCCC1CC(=O)C1C,0.552822726175813,-0.6100535881902123
CN=C(C)C,0.3790501929582841,-0.6102222916574156
