Smiles,QED,Penalized_logp
CCC(CC)C(C)=CC=CCCC=CSCc1ccccc1C,0.31705938136918616,3.5381765896047574
CCCCCCCCC(=O)CCCCC,0.44574939463960667,3.4008064046550683
CCCCCCCCCC=CCCCC(C)=O,0.32654115086808094,3.3885092586190595
CCCCCCC(=O)CCCCCCC(=O)CCC,0.40387503988449847,3.330582633105513
CCCCCCCCC,0.4777243799437154,3.2234943181761024
CCCCCCCCCC(=O)CC(C)C,0.477865682348172,3.1533653172874048
CCCCCC=Cc1ccccc1,0.584353918834093,3.1128105115348803
CCCCCCCCCC(C)CC,0.4334298327340321,3.0991950489661626
CC=CCCCCCCCCC,0.3637303419235789,3.015900664391127
CCCCCCCCCCC(C)=O,0.49284755060169555,2.9599677699485443
CC(CCCCCCCc1ccccc1)CC1C=CC1(C)C,0.3286450499448036,2.9591915059375737
CC(=CCCCCC=O)CCC=CCCCC(C)C,0.24517642223080963,2.9536907727435806
CCCCCC=CC=CCCCCCC(C)OC(C)C,0.27835024286173704,2.9043162999134142
CCCC=CC(=O)CCCc1ccccc1SC(C)C,0.44504555606652024,2.8878665058207216
CCCCCCC(C)C,0.4960481579147377,2.8174495474975676
CC(C)=CCCCCCC(C)C,0.4026982215458174,2.8124891287455402
CCNc1ccccc1C1CCCCC1,0.7772331525956453,2.7958285997941643
CCCCCCCCCC(F)CCC,0.42351912379224677,2.7769712127333417
CCc1c(NC=Cc2cccc3sccc23)cccc1N(C)C,0.6563022948908681,2.7640609211811453
CCSCCCCCCISCc1ccccc1C,0.23474823917975363,2.7568777009809766
CCC=CCCC=CCCOCCCCCC,0.33201804652759975,2.7492515762843466
CCCCCCCCC=CCCCCN,0.3971066212584479,2.716290366246536
CCCC(=O)CCCCCC=CC=CCCNCCOc1ccc2cc1-2,0.3209682359673544,2.6990789993889175
CCCCCC(=O)CCCCC,0.5073577055441593,2.6252390961545005
CCCC(C=Cc1ccccc1NC)CCCCCCl,0.4145882863334819,2.617546386116432
CCCc1ccccc1CCCC(C)CSCC,0.5790427049349601,2.6058999318654754
CCN(C)CCCCCCCCCCC=C1CCC1CC=CF,0.25509285937018944,2.597061702090465
Cc1ccc(Cl)c(C)c1,0.5199540578637066,2.5649755007448496
CCCc1cccc(C)c1,0.5830304886161121,2.556648557854704
CCCCCC(C)CCC(C)CCC,0.4339498257096804,2.554641253792255
CC(C)CCCCCC(=O)CCCC(C)CCCOC1C=CCC1,0.2524331954699759,2.528257812747785
C=CC(CC(=O)C=CCCCCCCCCC)C1=CCCCC1C,0.1982649781677486,2.5143822016264923
Cc1ccccc1CC=CCCC(CCCc1ccccc1C)CNO,0.395943105463,2.510876072367421
CC=C(CCC)CCCCC(=O)NCC=CCCCC,0.388017591228998,2.4934167331713595
CCCC=C(F)C=C(NCOSCCC=CCCCCCC)C(C)=CC(C)=O,0.06863039621989113,2.487390873993787
CCCCCC(C)NCc1ccccc1C1CC1,0.6588040484287749,2.437161527978668
CC=C(Cl)C=C(Cl)CCC=CCCCCC,0.27828510406043644,2.434031262580342
CCc1ccc(F)c(NC=Cc2ccc(C)cc2CCCO)c1,0.7760270021345722,2.4317799258428914
COCCCCCCN=CC=CCC(Cl)=Cc1ccccc1,0.3901464503415312,2.3917637685121407
C=CC(=CCCCC(C)=CCC=Cc1ccncc1N(C)C)CC,0.2896569313310567,2.3826467389690196
CCOCCCCC(=O)CC(CCC=CC=C(C)C)=C(C)C,0.2589495201496096,2.3793999269484516
CCCCC=C(CCCC)C(=O)CC(=O)CCCC,0.28247249948961745,2.3750932453326907
CC(F)=CCCCCCC=CN=CCc1ccccc1OCCF,0.33968627783773997,2.350817240222647
CCCCc1c(C)cccc1C=CCNC=CCCC(CC)C(CC)CF,0.33842621124420996,2.33717267121438
CCCN(CC(C)C)C(=O)c1ccccc1,0.7444171139267604,2.329782287204742
CCCC(C)CCOCCCCC(C)C,0.4807288132558734,2.326569464970243
CCCCc1cc(C)ncc1CN(C)Cc1ccc(C)c(O)c1,0.8240366092869178,2.32395797823038
CCc1ccccc1SC(C)C,0.6383372754824822,2.322614823098625
Cc1ccccc1,0.45880627965754545,2.310199766358356
