Smiles,QED,Penalized_logp
CCC(CC)C1=CCOCNCC(c2cccnc2)C1=O,0.9251957909568237,-11.549454897452542
CCC(CC(C)C)N1CNS(=O)C(C=C2c3ccncc32)C1,0.921020691610411,-1.7694939904801545
COc1cnnc(CNC(=O)C2CC=C(Cl)CCCCC2)n1,0.9207510378186053,-11.076022586904502
CCC1CN(c2ncccc2Cl)C2CC2SC(C)(CO)C1,0.9204536192384403,-7.705276965492515
CC1CC(=O)NCCCN1C(=O)CCCc1ccncc1,0.9141015327142231,-7.129460350055969
Cc1nnc2c(NC(=O)C(C)C)c1CC1=C(CCC1)OC(C)C2,0.909035595644388,-18.88134320924688
CCCC1=CONCc2cncnc2CC2CCC(C)C2N1C,0.9086225234919575,-19.21532089602246
CCCC(=O)N(C)CCC1Cc2ccc3c(c2)C(CC=N3)N1,0.9081356663730921,-19.04804735868161
CCCC=CC1=CCCCNC(=O)N=C(c2ccccc2)O1,0.9056147257055079,-13.128863374513863
CCCc1cc(C(C)O)ncc1N1C=CCCCCC1,0.9018205564721962,-6.203831737934143
CCc1ccccc1C(=O)NCCC1=CC=CSC=N1,0.899169365435523,-2.6801180349171685
COCC(O)C1(C)C=C(C)c2nn(C)c(Cl)c21,0.8964958205877785,-1.8494980390836702
CC1=NC=CNC12CNCN2CC(F)c1ccccc1C,0.8945709268051213,-2.339905806169689
CCCN1OCC(N)=CCCC(C)NC=C1Oc1cccn1C,0.8920320430856663,-19.644880535027422
CC(C)C(O)N1CCC(N2Cc3ccccc3C2)NC1=O,0.8905861966399988,-1.239859950740286
CCCNC1CCSCc2ncnnc2CNCCC1C,0.8902192816077455,-22.767299470623808
CCc1nc2cnc1C(C=CCc1ccccc1CC(C)N)=NC2,0.8895382818955415,-4.666772275057376
CCC1(CC)CSCn2[nH]n(CN)cc1ccc2=O,0.8876631429393332,-13.446798450298813
CCCC(=O)Nn1c2ccc(Cl)cc2n1CCC,0.886254623254249,0.9936133923278612
CC1N(NC(=O)Cc2ccccc2)NC=C2C3=CSCC2N1C3,0.8830373573126516,-10.087173117030007
CC(C)C1=CC=NCC(=O)NCCC=C1CC(C)c1ccccc1,0.8821991008808668,-17.21240389362064
CCC1CNC=Cc2cccc3c2C=CCC3(C(C)=O)CN1,0.8815162518428425,-27.211223365388832
Cc1c2ccnc1CNC=C2C(C)CCOC1CC1,0.8811485172711977,-4.654846709832348
CC(=O)C1CC(C)C(=O)NN1Cc1ccccc1,0.8793114798863606,-0.8352213858206197
CCCCC1C(C(N)c2cccc(C)o[nH]c2)N=CCN1C,0.8782406024024121,-8.442299068687321
CCc1cc(C)ccc1CCC=C1NCNCC2CC12,0.8779621553887494,-3.926298158623437
CCCn1c2c(O)n1C=CCCN(C)C1=C2C=CCC(F)C1(C)C,0.8777244136355989,-15.705977542148121
CNCC1CC2=COc3[nH]ccc3N1CC1=CCC2=CO1,0.875018902134583,-21.31485506314333
CNCC1C=C(C)OCN1CCCC1Cc2cc(C)ccc21,0.8729620778205069,-0.46752512525301393
CCCC12CCN=CC1CCCC(=O)N(OC)NC=C2C,0.8702545419020608,-16.15925653470806
CCCC1CN(C2=CCCOC2)C(=O)CCN=CCC=CN1,0.869925343155468,-23.14820746727764
CCNC1C=CCC=C1c1ncccc1-c1ccncc1,0.8696241148706708,0.4148778888401449
CCCC(C=O)c1ccc2c(n1)NC(=NBr)C2,0.8692243277997466,-1.2218878848081391
CC(C)(C)C=CC1=NNC=NCC1N=CCc1cccnc1,0.8684527004585921,-4.8278432658738755
COCC(C)C1OC(C)CNC2N=CC=CC2=CC=C1C,0.8681361797664747,-16.55859372072994
CCNCN1C(=O)N2CCCCC1(C)C(C)CCC(C)C2,0.8669959219607218,-19.22285604318811
CCC=CNC(=O)CC=C1N=NN(C)CCC2OC1=CS2,0.8668834808131541,-17.173053297643595
Cc1cc2n3c1=CC(CCC1CC=CCCCC1=O)CNC=2C3,0.8667722875864021,-13.854852223111125
CCCC1SC=NCC1NC(=O)C1=CCC=CN=NC1,0.8654118484811207,-8.982007914096394
O=C1Cc2ccccc2N1CC=CCC1(O)CC2=NC=CC1O2,0.8649355639509927,-2.511993879644461
CCC1=CCNC2CN(C=Cc3ncccc32)C(=O)N=NCCCN1OC,0.8647586808632194,-40.89037080047432
CCN1CCC(=O)CCC(C)CNCC=C1C(C)=CCC(C)=O,0.8645785106432602,-21.85746485019069
CC1=NC(=O)NC=CC=C1C(=O)CC1=CC=CCC(=O)C1,0.8643099064093742,-7.817971006939462
CCCC(=O)NC1(C#N)SCC1=CN1CCC(C)(F)C1,0.8639653970848675,-2.1735079926202525
CC=C1C=CC=CC1Nc1ccncc1CCC,0.8633566285807305,0.3009746592728182
CC=C1NC=C2CCC(C)C3(F)CCOC1(C2)c1ccn3c1CCN,0.8632514535341712,-25.172094710845258
CC1SC(C)(CCNC2CCC(=CF)CC3=NC3C2)N1C,0.862856665905139,-8.990474213067445
CCC(C)CN1COC=C2CNCC2C(=O)CC2CCCOC21,0.8625806216609894,-16.537118454717092
COCCC1CCCC(C(C)C)COC=CNCC=CO1,0.8624441041946693,-29.058740595903757
CCCNC(=O)C12C=CC=C(C=CCc3ccc1cn3)C(C)=NOCCN2,0.861300267844123,-34.63469714584988
CC1CNC=CC=CCC(=O)C=C1CCCN1C=CCCC1,0.8611944182587515,-18.44557310679027
Cc1nnccc1NCC1CCS2(=O)=CC(C=C2)OCC1C,0.860935302775324,-17.941454258548628
CCC(C)N(C)C1=CCN=C2C=CCNC=C(C)CC12C,0.8598673347378144,-12.32903288940085
CCC12CC=CC=C1C1=NC23CC1CN(O)N3CCOC,0.8598423516255631,-11.242150830077481
CCC(F)=CN1CCNCOC(C)=C1C1=NCCCOCCC=C1,0.8593988912954215,-15.122433501167261
CCC1=CC(C)=NNCC(=O)C=Cc2cn(C(C)(C)C)cc2C1,0.8593657435389349,-21.474959440978978
CCCCC1CN=CN2CCOC3=CC3C3=CCCNC(=C3)C=NC12,0.8593334878011205,-24.640103444394782
O=C1c2c3ccc4c2CN4C(=CC3)CC1N[n+]1ccccc1,0.8586988942991812,-9.98860120656495
CCCC(O)C1=CN=CN2CCC3=CC4=CCC32CCC1=CC4,0.8583271979038406,-24.217775604848214
CCCC(C)CN1C=COC(O)CCCCCCCC1=O,0.858312110145445,-24.792252360034173
CC(C)C=C1CNCC(=O)CC=CC=CN1CC(C)C(C)C,0.8582122401442052,-18.302906635578076
CCCC1C(=O)NC(C)CC(=NC(=O)CC)CC1OC,0.858209448522482,-8.544020990769596
CC(=O)C(OC1C(=O)C(N)CN=CCC(=O)C1C)c1cc(C)ncc1F,0.8578914405899182,-13.84728991892544
